question_id,image_id,question,gt_answer,gt_answer_normalized,answer_type,eval_mode,q_type,content_type,modality,location,base_type,pred_answer__original,pred_answer_normalized__original,is_correct_strict__original,is_correct_relaxed__original,pred_answer__black,pred_answer_normalized__black,is_correct_strict__black,is_correct_relaxed__black,pred_answer__lpf,pred_answer_normalized__lpf,is_correct_strict__lpf,is_correct_relaxed__lpf,pred_answer__hpf,pred_answer_normalized__hpf,is_correct_strict__hpf,is_correct_relaxed__hpf,pred_answer__patch_shuffle,pred_answer_normalized__patch_shuffle,is_correct_strict__patch_shuffle,is_correct_relaxed__patch_shuffle
11957,105,What is the main organ in the image?,Lung,lung,open,text_match,Organ,unknown,unknown,unknown,unknown,Lung,lung,True,True,No,no,False,False,Lung,lung,True,True,Lungs,lungs,False,True,No,no,False,False
11958,105,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lung,lung,True,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
11959,105,Does the picture contain liver?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True
11960,105,Does the picture contain lung?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,No.,no,False,False
11961,105,Does the picture contain heart?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No.,no,True,True
11962,105,What diseases are included in the picture?,Lung Cancer,lung cancer,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11963,105,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No.,no,True,True,No,no,True,True,No.,no,True,True
11964,105,Where is/are the abnormality located?,"Right Lung, Left",right lung left,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,No,no,False,False,Left lung,left lung,False,False,Lung,lung,False,True,Abdomen,abdomen,False,False
11965,124,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
11966,124,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Skin,skin,False,False
11967,124,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
11968,124,What diseases are included in the picture?,Cardiomegaly,cardiomegaly,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11969,124,Where is/are the abnormality located?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,Left lung,left lung,False,False,Left lung,left lung,False,False,Left lung,left lung,False,False,No,no,False,False
11970,124,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True
11971,124,"Which organ is abnormal, heart or lung?",Heart,heart,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,False,False,Heart,heart,True,True,Lung,lung,False,False,Lung,lung,False,False,Lung,lung,False,False
11972,13,What modality is used to take this image?,MRI,mri,open,text_match,Modality,unknown,unknown,unknown,unknown,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True
11973,13,Which part of the body does this image belong to?,Abdomen,abdomen,open,text_match,Position,unknown,unknown,unknown,unknown,Liver,liver,False,False,Head,head,False,False,Liver,liver,False,False,Abdomen,abdomen,True,True,Head,head,False,False
11974,13,What is the mr weighting in this image?,T2,t2,open,text_match,Modality,unknown,unknown,unknown,unknown,T2-weighted,t2weighted,False,True,T1,t1,False,False,T2-weighted,t2weighted,False,True,T2-weighted,t2weighted,False,True,T1,t1,False,False
11975,13,Is there any abnormality in the spleen?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No,no,True,True,No.,no,True,True,Yes.,yes,False,False,No,no,True,True
11976,13,Does the liver look normal?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,False,False,No.,no,False,False,No.,no,False,False,No.,no,False,False,No.,no,False,False
11977,13,Does the picture contain liver?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,No.,no,False,False
11978,13,Does the picture contain kidney?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No.,no,True,True,No,no,True,True,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
11979,13,Does the picture contain spleen?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No.,no,False,False,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,No.,no,False,False
11980,130,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
11981,130,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Brain,brain,False,False
11982,130,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True
11983,130,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lung,lung,True,True,Skin,skin,False,False
11984,130,What diseases are included in the picture?,Pneumonia,pneumonia,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11985,130,Where is/are the abnormality located?,"Left Lung, Lower Right",left lung lower right,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True
11986,130,Does the lung look healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No.,no,True,True,No.,no,True,True,No.,no,True,True,No,no,True,True
11987,135,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,CT,ct,False,False,MRI,mri,False,False
11988,135,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Skin,skin,False,False
11989,135,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11990,135,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Liver,liver,False,False,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
11991,135,What diseases are included in the picture?,Cardiomegaly,cardiomegaly,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11992,135,Where is/are the abnormality located?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,Left lung,left lung,False,False,Right lung,right lung,False,False,Left lung,left lung,False,False,No,no,False,False
11993,135,"Which organ is abnormal, heart or lung?",Heart,heart,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Heart,heart,True,True,Heart,heart,True,True,Lung,lung,False,False,Lung,lung,False,False,Lung,lung,False,False
11994,142,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
11995,142,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Skin,skin,False,False
11996,142,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,No,no,False,False
11997,142,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
11998,142,What diseases are included in the picture?,Cardiomegaly,cardiomegaly,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
11999,142,Where is/are the abnormality located?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,Left lung,left lung,False,False,Right lung,right lung,False,False,Left lung,left lung,False,False,No,no,False,False
12000,142,"Which organ is abnormal, heart or lung?",Heart,heart,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,False,False,Heart,heart,True,True,Lung,lung,False,False,Lung,lung,False,False,Lung,lung,False,False
12001,147,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
12002,147,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Thorax,thorax,False,False,Head,head,False,False
12003,147,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12004,147,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lung,lung,True,True,Lungs,lungs,False,True,Skin,skin,False,False
12005,147,What diseases are included in the picture?,"Atelectasis, Mass",atelectasis mass,open,text_match,Abnormality,unknown,unknown,unknown,unknown,Pneumonia,pneumonia,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12006,147,Where is/are the abnormality located?,Right Lung,right lung,open,text_match,Position,unknown,unknown,unknown,unknown,Right lung,right lung,True,True,Left lung,left lung,False,False,Right lung,right lung,True,True,Right shoulder,right shoulder,False,False,Left lung,left lung,False,False
12007,147,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True
12008,147,"Which organ is abnormal, heart or lung?",Lung,lung,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,True,True,Heart,heart,False,False,Lung,lung,True,True,Lung,lung,True,True,Lung,lung,True,True
12009,148,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
12010,148,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Head,head,False,False
12011,148,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,Yes.,yes,True,True
12012,148,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
12013,148,What diseases are included in the picture?,Cardiomegaly,cardiomegaly,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12014,148,Where is/are the abnormality located?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Right lung,right lung,False,False,Left lung,left lung,False,False,Right lung,right lung,False,False,Right lung,right lung,False,False,No,no,False,False
12015,148,"Which organ is abnormal, heart or lung?",Heart,heart,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,False,False,Heart,heart,True,True,Lung,lung,False,False,Lung,lung,False,False,Lung,lung,False,False
12016,152,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,CT,ct,False,False,MRI,mri,False,False
12017,152,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Head,head,False,False
12018,152,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12019,152,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Liver,liver,False,False,Skin,skin,False,False,Lungs,lungs,False,True,Liver,liver,False,False,Skin,skin,False,False
12020,152,What diseases are included in the picture?,Cardiomegaly,cardiomegaly,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12021,152,Where is/are the abnormality located?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,Left lung,left lung,False,False,Left lung,left lung,False,False,Thorax,thorax,False,False,No,no,False,False
12022,152,"Which organ is abnormal, heart or lung?",Heart,heart,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,False,False,Heart,heart,True,True,Lung,lung,False,False,Lung,lung,False,False,Lung,lung,False,False
12023,159,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
12024,159,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Skin,skin,False,False
12025,159,Does this image look normal?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No,no,True,True,No,no,True,True,No.,no,True,True
12026,159,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
12027,159,What diseases are included in the picture?,Nodule,nodule,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,True,No,no,False,True,No,no,False,True,No,no,False,True,No,no,False,True
12028,159,Where is/are the abnormality located?,"Left Lung, Right",left lung right,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True,No,no,False,False
12029,159,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True
12030,159,"Which organ is abnormal, heart or lung?",Lung,lung,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,True,True,Heart,heart,False,False,Lung,lung,True,True,Lung,lung,True,True,Lung,lung,True,True
12031,160,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,CT,ct,False,False,MRI,mri,False,False
12032,160,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Skin,skin,False,False
12033,160,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
12034,160,What diseases are included in the picture?,Nodule,nodule,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,True,No,no,False,True,No,no,False,True,No,no,False,True,No,no,False,True
12035,160,Where is/are the abnormality located?,"Right Lung, Left",right lung left,open,text_match,Position,unknown,unknown,unknown,unknown,Right lung,right lung,False,True,Left lung,left lung,False,False,Right lung,right lung,False,True,Left lung,left lung,False,False,No,no,False,False
12036,160,Does this image look normal?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No.,no,True,True,No.,no,True,True,No.,no,True,True
12037,160,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No.,no,True,True,No,no,True,True,No,no,True,True
12038,160,"Which organ is abnormal, heart or lung?",Lung,lung,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,True,True,Heart,heart,False,False,Lung,lung,True,True,Lung,lung,True,True,Lung,lung,True,True
12039,169,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,X-ray,xray,True,True,MRI,mri,False,False
12040,169,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Chest,chest,True,True,Head,head,False,False
12041,169,Does this image look normal?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No,no,True,True,No.,no,True,True,No.,no,True,True
12042,169,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lungs,lungs,False,True,Skin,skin,False,False,Lungs,lungs,False,True,Lungs,lungs,False,True,Skin,skin,False,False
12043,169,What diseases are included in the picture?,Atelectasis,atelectasis,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12044,169,Where is/are the abnormality located?,"Right Lung, Lower Left",right lung lower left,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,False,Left lung,left lung,False,False,Left lung,left lung,False,False,Left side,left side,False,False,Left lung,left lung,False,False
12045,169,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True
12046,169,"Which organ is abnormal, heart or lung?",Lung,lung,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,True,True,Heart,heart,False,False,Lung,lung,True,True,Lung,lung,True,True,Lung,lung,True,True
12047,173,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,CT,ct,False,False,MRI,mri,False,False
12048,173,Which part of the body does this image belong to?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Head,head,False,False,Chest,chest,True,True,Head,head,False,False,Eye,eye,False,False
12049,173,What is the largest organ in the picture?,Lung,lung,open,text_match,Size,unknown,unknown,unknown,unknown,Lung,lung,True,True,Skin,skin,False,False,Lung,lung,True,True,Liver,liver,False,False,Skin,skin,False,False
12050,173,What diseases are included in the picture?,Pneumonia,pneumonia,open,text_match,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12051,173,Where is/are the abnormality located?,"Left Lung, Right",left lung right,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,False,True,Left lung,left lung,False,True,Left lung,left lung,False,True,Left side,left side,False,False,No,no,False,False
12052,173,Is the lung healthy?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True,No,no,True,True
12053,173,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True
12054,173,"Which organ is abnormal, heart or lung?",Lung,lung,closed,text_match,Abnormality,unknown,unknown,unknown,unknown,Lung,lung,True,True,Heart,heart,False,False,Lung,lung,True,True,Lung,lung,True,True,Lung,lung,True,True
12055,18,What modality is used to take this image?,MRI,mri,open,text_match,Modality,unknown,unknown,unknown,unknown,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True,MRI,mri,True,True
12056,18,Which part of the body does this image belong to?,Abdomen,abdomen,open,text_match,Position,unknown,unknown,unknown,unknown,Abdomen,abdomen,True,True,Head,head,False,False,Abdomen,abdomen,True,True,Abdomen,abdomen,True,True,Head,head,False,False
12057,18,What is the mr weighting in this image?,T2,t2,open,text_match,Modality,unknown,unknown,unknown,unknown,T2-weighted,t2weighted,False,True,T1,t1,False,False,T2-weighted,t2weighted,False,True,T2-weighted,t2weighted,False,True,T2-weighted,t2weighted,False,True
12058,18,How many kidneys are there in this image?,1,1,open,text_match,Quantity,unknown,unknown,unknown,unknown,Two,two,False,False,Two,two,False,False,Two,two,False,False,Two,two,False,False,Two,two,False,False
12059,18,What is the largest organ in the picture?,Liver,liver,open,text_match,Size,unknown,unknown,unknown,unknown,Liver,liver,True,True,Skin,skin,False,False,Liver,liver,True,True,Liver,liver,True,True,No,no,False,False
12060,18,Does the picture contain liver?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True
