question_id,image_id,question,gt_answer,gt_answer_normalized,answer_type,eval_mode,q_type,content_type,modality,location,base_type,pred_answer__original,pred_answer_normalized__original,is_correct_strict__original,is_correct_relaxed__original,pred_answer__black,pred_answer_normalized__black,is_correct_strict__black,is_correct_relaxed__black,pred_answer__lpf,pred_answer_normalized__lpf,is_correct_strict__lpf,is_correct_relaxed__lpf,pred_answer__hpf,pred_answer_normalized__hpf,is_correct_strict__hpf,is_correct_relaxed__hpf,pred_answer__patch_shuffle,pred_answer_normalized__patch_shuffle,is_correct_strict__patch_shuffle,is_correct_relaxed__patch_shuffle
12302,311,Is the lung abnormal?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No,no,False,False,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12304,311,What color is the lung in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,False,False,Gray,gray,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12341,320,Do the organs in the image exist in the abdomen?,No,no,closed,yes_no,Position,unknown,unknown,unknown,unknown,Yes.,yes,False,False,Yes.,yes,False,False,No,no,True,True,No,no,True,True,No,no,True,True
12386,344,Which part of the human body is the organ located in the image?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Thorax,thorax,False,False,Brain,brain,False,False,Chest,chest,True,True,Thorax,thorax,False,False,Brain,brain,False,False
12416,357,Do the organs in the image exist in the abdomen?,No,no,closed,yes_no,Position,unknown,unknown,unknown,unknown,Yes.,yes,False,False,Yes.,yes,False,False,No,no,True,True,No,no,True,True,No,no,True,True
12522,386,Where is the heart in this image?,Center,center,open,text_match,Position,unknown,unknown,unknown,unknown,Left side,left side,False,False,No,no,False,False,Center,center,True,True,No,no,False,False,No,no,False,False
12529,386,What color does the left lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,False,False,Black,black,True,True,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12547,401,Are there some organs controlling heartbeat and breathing in this image?,Yes,yes,closed,yes_no,KG,unknown,unknown,unknown,unknown,No.,no,False,False,No.,no,False,False,Yes.,yes,True,True,No.,no,False,False,No.,no,False,False
12553,405,What is the organ system visualized?,Head,head,open,text_match,Organ,unknown,unknown,unknown,unknown,Head and neck,head and neck,False,True,Cardiovascular,cardiovascular,False,False,Head,head,True,True,Head and neck,head and neck,False,True,No,no,False,False
12635,447,"Which hemisphere is abnormal,left or right?",Left,left,closed,text_match,Position,unknown,unknown,unknown,unknown,Right,right,False,False,Left,left,True,True,Left,left,True,True,Left,left,True,True,Left,left,True,True
12647,468,Is the brain abnormal?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,False,False,Yes.,yes,True,True,Yes.,yes,True,True,No.,no,False,False,Yes.,yes,True,True
12656,469,Is there evidence of a brain edema?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,False,False,No,no,False,False,Yes.,yes,True,True,No.,no,False,False,No.,no,False,False
12662,471,Is this a coronal section?,No,no,closed,yes_no,Plane,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No.,no,True,True,No.,no,True,True,No.,no,True,True,No.,no,True,True
12679,474,Is this a coronal section?,No,no,closed,yes_no,Plane,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No.,no,True,True,No.,no,True,True,No.,no,True,True,No.,no,True,True
12704,495,Is this a coronal plane?,No,no,closed,yes_no,Plane,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No.,no,True,True,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
12721,506,"Which kind of weighting is this image generated with, t1 or t2?",T1,t1,closed,text_match,Modality,unknown,unknown,unknown,unknown,T2,t2,False,False,T1,t1,True,True,T1,t1,True,True,T1,t1,True,True,T1,t1,True,True
12738,513,Is this an MRI image with T2 weighted?,No,no,closed,yes_no,Modality,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No.,no,True,True,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
12775,532,Which part do the organs in this image locate from the aspect of the whole body?,Head,head,open,text_match,Position,unknown,unknown,unknown,unknown,Cranial,cranial,False,False,Abdomen,abdomen,False,False,Head,head,True,True,Cranial,cranial,False,False,Abdomen,abdomen,False,False
12783,538,Does the stomach appear in the image?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,False,False,No,no,True,True,No,no,True,True,Yes.,yes,False,False,No.,no,True,True
12829,557,What is the shape of spinal cord in this image?,Circular,circular,open,text_match,Shape,unknown,unknown,unknown,unknown,Cylindrical,cylindrical,False,False,C-shaped,cshaped,False,False,Circular,circular,True,True,Oval,oval,False,False,Square,square,False,False
12831,557,Which organs/organ is part of the nervous system in this image?,Spinal cord,spinal cord,open,text_match,KG,unknown,unknown,unknown,unknown,No,no,False,False,Brain,brain,False,False,Spinal cord,spinal cord,True,True,Spinal cord,spinal cord,True,True,Brain,brain,False,False
12892,586,What color is the lung in this image?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,False,False,"The lung in the image appears to be white, which is typical for a CT",the lung in the image appears to be white which is typical for a ct,False,False,Black,black,True,True,Gray,gray,False,False,Black,black,True,True
