question_id,image_id,question,gt_answer,gt_answer_normalized,answer_type,eval_mode,q_type,content_type,modality,location,base_type,pred_answer__original,pred_answer_normalized__original,is_correct_strict__original,is_correct_relaxed__original,pred_answer__black,pred_answer_normalized__black,is_correct_strict__black,is_correct_relaxed__black,pred_answer__lpf,pred_answer_normalized__lpf,is_correct_strict__lpf,is_correct_relaxed__lpf,pred_answer__hpf,pred_answer_normalized__hpf,is_correct_strict__hpf,is_correct_relaxed__hpf,pred_answer__patch_shuffle,pred_answer_normalized__patch_shuffle,is_correct_strict__patch_shuffle,is_correct_relaxed__patch_shuffle
12097,219,Does the picture contain spleen?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,Yes.,yes,False,False,No.,no,True,True
12099,219,Does the picture contain heart?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No.,no,False,False
12110,224,Does the picture contain kidney?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,Yes.,yes,False,False,No.,no,True,True
12128,234,Where is/are the abnormality located?,Liver,liver,open,text_match,Position,unknown,unknown,unknown,unknown,Liver,liver,True,True,No,no,False,False,Liver,liver,True,True,Abdomen,abdomen,False,False,Head,head,False,False
12142,235,Does the picture contain kidney?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False,No.,no,True,True
12145,235,Where is/are the abnormality located?,Liver,liver,open,text_match,Position,unknown,unknown,unknown,unknown,Liver,liver,True,True,No,no,False,False,Liver,liver,True,True,Abdomen,abdomen,False,False,Head,head,False,False
12164,25,Does the picture contain liver?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No.,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12165,25,Does the picture contain kidney?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No.,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12166,25,Does the picture contain spleen?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No.,no,True,True,No,no,True,True,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
12169,25,What is the organ on the left side of this image?,Lung,lung,open,text_match,Organ,unknown,unknown,unknown,unknown,Lung,lung,True,True,Kidney,kidney,False,False,Lung,lung,True,True,Liver,liver,False,False,Yes.,yes,False,False
12178,250,Does the picture contain heart?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12196,252,Does the picture contain spleen?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No.,no,False,False
12203,252,What organ is the gray part on the left of the image?,Liver,liver,open,text_match,Organ,unknown,unknown,unknown,unknown,Liver,liver,True,True,Kidney,kidney,False,False,Liver,liver,True,True,Kidney,kidney,False,False,Kidney,kidney,False,False
12239,269,Does the picture contain kidney?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False,No.,no,True,True
12279,304,What imaging modality was used?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,Angiography,angiography,False,False,CT scan,ct scan,False,False
12287,304,Is/Are there abnormalities in the patient's right lung?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12289,304,What color does the left lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Black,black,True,True,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12303,311,Can mass be observed on the lower left lung in this picture?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12316,312,Does the patient have any abnormalities?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12319,312,What color does the right lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,White,white,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12333,314,Can pneumonia be observed on the right lung in this picture?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12349,320,What color does the left lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Black,black,True,True,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12361,329,Does the lung look abnormal?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12364,329,What color does the left lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Black,black,True,True,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12394,344,What color does the right lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,White,white,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12407,350,Is/Are there abnormalities in the patient's left lung?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12421,357,Are there abnormalities in this image?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,No,no,False,False,No,no,False,False,No,no,False,False
12424,357,What color is the lung in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Gray,gray,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12431,361,Which part of the human body is the organ located in the image?,Chest,chest,open,text_match,Position,unknown,unknown,unknown,unknown,Chest,chest,True,True,Brain,brain,False,False,Thorax,thorax,False,False,Thorax,thorax,False,False,Brain,brain,False,False
12432,361,Where is the abnormality in this image?,Left Lung,left lung,open,text_match,Position,unknown,unknown,unknown,unknown,Left lung,left lung,True,True,No,no,False,False,Left lung,left lung,True,True,Left side,left side,False,False,No,no,False,False
12439,361,What color is the lung in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False,Gray,gray,False,False,Gray,gray,False,False
12469,374,What color is the lung in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Gray,gray,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12484,375,What color does the right lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,White,white,False,False,Black,black,True,True,Gray,gray,False,False,White,white,False,False
12489,378,Is this image taken via CT?,No,no,closed,yes_no,Modality,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,Yes.,yes,False,False,No,no,True,True
12499,378,What color is the lung in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Gray,gray,False,False,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12512,385,Does the lung look abnormal?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,Yes.,yes,True,True,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True
12513,385,Can effusion be observed on the lower left lung in this picture?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12514,385,What color does the left lung show in the picture?,Black,black,open,text_match,Color,unknown,unknown,unknown,unknown,Black,black,True,True,Black,black,True,True,Black,black,True,True,Gray,gray,False,False,Gray,gray,False,False
12519,386,What modality is used to take this image?,X-Ray,xray,open,text_match,Modality,unknown,unknown,unknown,unknown,X-ray,xray,True,True,MRI,mri,False,False,X-ray,xray,True,True,CT,ct,False,False,MRI,mri,False,False
12528,386,Can effusion be observed on the lower left lung in this picture?,Yes,yes,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12557,405,What color is the ears in the picture?,White,white,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,True,True,Black,black,False,False,Black,black,False,False,Gray,gray,False,False,Black,black,False,False
12590,428,Where does the image represent in the body?,Neck,neck,open,text_match,Position,unknown,unknown,unknown,unknown,Neck,neck,True,True,Brain,brain,False,False,Neck,neck,True,True,Spine,spine,False,False,Brain,brain,False,False
12594,428,Is there small bowel in this image?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12601,429,Is this an MRI scan?,No,no,closed,yes_no,Modality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
12603,429,Which part of the body does this image belong to?,Neck,neck,open,text_match,Position,unknown,unknown,unknown,unknown,Neck,neck,True,True,Head,head,False,False,Thorax,thorax,False,False,Spine,spine,False,False,Head,head,False,False
12607,429,Are/Is there kidneys in the picture?,No,no,closed,yes_no,Organ,unknown,unknown,unknown,unknown,No,no,True,True,No,no,True,True,No,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12610,429,Which organs/organ in the picture belong to the digestive system?,Esophagus,esophagus,open,text_match,KG,unknown,unknown,unknown,unknown,Esophagus,esophagus,True,True,No,no,False,False,Yes,yes,False,False,Yes,yes,False,False,No,no,False,False
12629,442,What is the color of abnormality in this image?,White,white,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,True,True,White,white,True,True,White,white,True,True,Gray,gray,False,False,Black,black,False,False
12669,473,"Which kind of weighting is this image generated with, t1 or t2?",T2,t2,closed,text_match,Modality,unknown,unknown,unknown,unknown,T2,t2,True,True,T1,t1,False,False,T1,t1,False,False,T1,t1,False,False,T1,t1,False,False
12711,498,Is this a CT scan?,No,no,closed,yes_no,Modality,unknown,unknown,unknown,unknown,No.,no,True,True,No.,no,True,True,No.,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12744,513,What is the color of brain enhancing tumor in this image?,White,white,open,text_match,Color,unknown,unknown,unknown,unknown,White,white,True,True,No,no,False,False,White,white,True,True,No,no,False,False,No,no,False,False
12762,529,Is the brain normal appearing?,No,no,closed,yes_no,Abnormality,unknown,unknown,unknown,unknown,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True,Yes.,yes,False,False,No.,no,True,True
12782,538,What organ is the gray part on the left of the image?,Liver,liver,open,text_match,Organ,unknown,unknown,unknown,unknown,Liver,liver,True,True,Kidney,kidney,False,False,Liver,liver,True,True,Kidney,kidney,False,False,Lung,lung,False,False
12784,538,Does the picture contain spleen?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12798,543,"Which is smaller in this image,liver or lung?",Lung,lung,closed,text_match,Size,unknown,unknown,unknown,unknown,Lung,lung,True,True,Liver,liver,False,False,Liver,liver,False,False,Liver,liver,False,False,Liver,liver,False,False
12856,573,Does the picture contain the organ that could receive sound?,No,no,closed,yes_no,KG,unknown,unknown,unknown,unknown,No,no,True,True,No.,no,True,True,No,no,True,True,Yes.,yes,False,False,Yes.,yes,False,False
12898,604,What modality is used to take this image?,CT,ct,open,text_match,Modality,unknown,unknown,unknown,unknown,CT,ct,True,True,MRI,mri,False,False,CT,ct,True,True,MRI,mri,False,False,MRI,mri,False,False
12916,605,What is the largest organ in the picture?,Bladder,bladder,open,text_match,Size,unknown,unknown,unknown,unknown,Bladder,bladder,True,True,Skin,skin,False,False,Liver,liver,False,False,Skin,skin,False,False,Skin,skin,False,False
12976,85,Does the picture contain lung?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No,no,False,False
12986,90,Does the picture contain heart?,Yes,yes,closed,yes_no,Organ,unknown,unknown,unknown,unknown,Yes.,yes,True,True,No,no,False,False,Yes.,yes,True,True,No,no,False,False,No.,no,False,False
